index,Lab 1 ,Lab 2 ,Lab 3 ,Lab 4 ,Lab 5 ,Lab 6,Lab 7 ,Lab 8 ,Lab 9 ,Lab 10 ,Lab 11 ,Lab 12 ,Assignment 1,Assignment 2 ,Assignment 3 ,Assignment 4 ,Midterm,Grade
1,100,100,100,100,99,100,99,100,100,100,100,100,60,57,88,90,8,High-risk
1,100,100,100,100,99,100,100,70,100,100,100,100,90,76,94,43,7,High-risk
1,100,100,100,100,100,100,100,94,100,98,100,100,86,100,86,81,7,OK
1,100,100,100,100,99,100,99,100,100,100,100,100,38,93,57,73,8,High-risk
1,100,100,100,100,99,100,100,100,100,100,100,100,93,93,57,73,7,OK
1,80,100,100,100,100,100,100,0,100,100,100,100,48,95,70,87,9,High-risk
1,100,100,100,100,99,100,100,99,100,97,99,100,92,106,88,105,8,Good
1,100,100,100,100,100,100,100,95,100,90,100,100,96,93,75,103,6,OK
1,100,100,100,100,100,100,100,100,100,100,100,100,94,97,97,96,4,Good
1,100,100,100,100,99,100,100,100,100,100,100,100,90,105,91,103,7,Good
1,100,100,100,100,99,100,97,90,100,99,100,95,93,100,34,101,6,OK
1,100,100,100,100,100,100,100,97,100,99,100,100,100,91,90,103,9,Good
1,90,100,100,100,100,100,93,99,100,95,95,100,0,93,49,78,5,High-risk
1,90,100,100,100,99,100,97,93,100,96,100,96,97,105,91,103,7,Good
1,100,100,100,100,100,0,97,100,100,99,100,100,96,95,100,90,7,Good
1,100,100,100,100,100,100,100,100,100,100,100,100,83,106,88,105,9,Good
1,100,100,100,100,0,100,100,93,100,98,100,98,24,74,79,92,7,High-risk
1,100,100,100,100,99,100,100,100,100,100,100,100,43,78,34,51,5,High-risk
1,100,100,100,100,99,100,100,70,100,100,100,100,100,95,99,79,5,OK
1,100,100,100,100,100,100,100,100,100,100,100,100,99,110,104,84,7,Good
1,100,100,100,100,99,100,100,100,100,90,100,100,94,93,75,103,7,Good
1,100,100,100,100,99,100,100,100,100,100,100,100,80,100,95,69,8,OK
1,100,100,100,100,99,100,100,98,100,100,100,100,95,110,104,84,6,Good
1,90,100,100,0,99,0,0,0,0,0,0,0,41,0,0,0,0,High-risk
1,100,100,100,100,99,100,100,94,100,98,100,100,100,100,86,81,9,Good
1,100,100,100,100,100,100,100,100,100,100,100,99,40,105,99,86,5,OK
1,100,100,100,100,99,100,99,100,100,100,100,100,100,110,97,102,9,Good
1,100,100,100,100,100,100,99,100,100,0,0,0,24,68,0,0,7,High-risk
1,100,100,100,100,100,100,100,93,100,96,100,98,100,100,34,101,6,OK
1,100,100,100,100,100,100,100,100,100,100,100,100,15,86,85,87,3,High-risk
1,100,100,100,100,100,100,100,93,100,99,100,100,100,96,95,70,9,Good
1,100,100,100,100,100,100,100,96,100,99,100,98,57,105,80,64,6,High-risk
1,100,100,100,100,100,0,93,95,90,99,100,97,86,86,85,87,4,OK
1,100,100,100,100,100,0,94,95,100,99,100,97,95,91,88,90,5,OK
1,100,100,100,100,100,100,0,0,100,0,0,0,40,95,44,71,7,High-risk
1,100,0,100,100,100,100,0,55,100,0,0,0,19,95,44,71,7,High-risk
1,100,100,100,100,99,98,99,100,100,100,100,100,45,74,79,92,6,High-risk
1,100,0,0,0,0,0,0,0,0,0,0,0,69,94,0,65,8,High-risk
1,100,100,100,100,99,100,100,100,100,100,100,100,39,53,0,66,6,High-risk
1,80,100,100,0,100,100,0,96,100,99,100,100,87,87,84,71,5,High-risk
